state,county,candidate,party,votes,won
Vermont,West Windsor,Michael DeVost,IND,1,FALSE
Vermont,West Windsor, Write-ins,WRI,1,FALSE
Vermont,Weybridge,Phil Scott,REP,380,TRUE
Vermont,Weybridge,David Zuckerman,DEM,221,FALSE
Vermont,Weybridge,Emily Peyton,TM,2,FALSE
Vermont,Weybridge, Write-ins,WRI,1,FALSE
Vermont,Weybridge,Wayne Billado,IND,0,FALSE
Vermont,Weybridge,Michael DeVost,IND,0,FALSE
Vermont,Weybridge,Charly Dickerson,UNA,0,FALSE
Vermont,Weybridge,Kevin Hoyt,IND,0,FALSE
Vermont,Weybridge,Erynn Whitney,IND,0,FALSE
Vermont,Wheelock,Phil Scott,REP,301,TRUE
Vermont,Wheelock,David Zuckerman,DEM,112,FALSE
Vermont,Wheelock,Kevin Hoyt,IND,16,FALSE
Vermont,Wheelock,Emily Peyton,TM,7,FALSE
Vermont,Wheelock,Michael DeVost,IND,4,FALSE
Vermont,Wheelock, Write-ins,WRI,3,FALSE
Vermont,Wheelock,Wayne Billado,IND,2,FALSE
Vermont,Wheelock,Charly Dickerson,UNA,2,FALSE
Vermont,Wheelock,Erynn Whitney,IND,0,FALSE
Vermont,Whiting,Phil Scott,REP,145,TRUE
Vermont,Whiting,David Zuckerman,DEM,43,FALSE
Vermont,Whiting,Erynn Whitney,IND,20,FALSE
Vermont,Whiting,Kevin Hoyt,IND,3,FALSE
Vermont,Whiting,Emily Peyton,TM,2,FALSE
Vermont,Whiting, Write-ins,WRI,2,FALSE
Vermont,Whiting,Wayne Billado,IND,1,FALSE
Vermont,Whiting,Michael DeVost,IND,0,FALSE
Vermont,Whiting,Charly Dickerson,UNA,0,FALSE
Vermont,Whitingham,Phil Scott,REP,484,TRUE
Vermont,Whitingham,David Zuckerman,DEM,190,FALSE
Vermont,Whitingham,Kevin Hoyt,IND,39,FALSE
Vermont,Whitingham,Emily Peyton,TM,14,FALSE
Vermont,Whitingham,Erynn Whitney,IND,12,FALSE
Vermont,Whitingham,Wayne Billado,IND,4,FALSE
Vermont,Whitingham,Charly Dickerson,UNA,4,FALSE
Vermont,Whitingham,Michael DeVost,IND,1,FALSE
Vermont,Whitingham, Write-ins,WRI,0,FALSE
Vermont,Williamstown,Phil Scott,REP,1526,TRUE
Vermont,Williamstown,David Zuckerman,DEM,231,FALSE
Vermont,Williamstown,Kevin Hoyt,IND,35,FALSE
Vermont,Williamstown,Emily Peyton,TM,16,FALSE
Vermont,Williamstown,Charly Dickerson,UNA,12,FALSE
Vermont,Williamstown, Write-ins,WRI,12,FALSE
Vermont,Williamstown,Erynn Whitney,IND,9,FALSE
Vermont,Williamstown,Wayne Billado,IND,7,FALSE
Vermont,Williamstown,Michael DeVost,IND,3,FALSE
Vermont,Williston,Phil Scott,REP,5158,TRUE
Vermont,Williston,David Zuckerman,DEM,1552,FALSE
Vermont,Williston,Emily Peyton,TM,32,FALSE
Vermont,Williston,Kevin Hoyt,IND,21,FALSE
Vermont,Williston,Wayne Billado,IND,19,FALSE
Vermont,Williston, Write-ins,WRI,14,FALSE
Vermont,Williston,Michael DeVost,IND,12,FALSE
Vermont,Williston,Erynn Whitney,IND,12,FALSE
Vermont,Williston,Charly Dickerson,UNA,9,FALSE
Vermont,Wilmington,Phil Scott,REP,694,TRUE
Vermont,Wilmington,David Zuckerman,DEM,381,FALSE
Vermont,Wilmington,Emily Peyton,TM,23,FALSE
Vermont,Wilmington,Kevin Hoyt,IND,12,FALSE
Vermont,Wilmington,Charly Dickerson,UNA,7,FALSE
Vermont,Wilmington,Erynn Whitney,IND,7,FALSE
Vermont,Wilmington,Wayne Billado,IND,4,FALSE
Vermont,Wilmington, Write-ins,WRI,4,FALSE
Vermont,Wilmington,Michael DeVost,IND,2,FALSE
Vermont,Windham,Phil Scott,REP,192,TRUE
Vermont,Windham,David Zuckerman,DEM,69,FALSE
Vermont,Windham,Kevin Hoyt,IND,7,FALSE
Vermont,Windham,Emily Peyton,TM,4,FALSE
Vermont,Windham,Wayne Billado,IND,3,FALSE
Vermont,Windham,Erynn Whitney,IND,3,FALSE
Vermont,Windham,Charly Dickerson,UNA,1,FALSE
Vermont,Windham,Michael DeVost,IND,0,FALSE
Vermont,Windham, Write-ins,WRI,0,FALSE
Vermont,Windsor,Phil Scott,REP,1225,TRUE
Vermont,Windsor,David Zuckerman,DEM,525,FALSE
Vermont,Windsor,Emily Peyton,TM,32,FALSE
Vermont,Windsor,Kevin Hoyt,IND,27,FALSE
Vermont,Windsor, Write-ins,WRI,13,FALSE
Vermont,Windsor,Wayne Billado,IND,11,FALSE
Vermont,Windsor,Charly Dickerson,UNA,9,FALSE
Vermont,Windsor,Erynn Whitney,IND,9,FALSE
Vermont,Windsor,Michael DeVost,IND,8,FALSE
Vermont,Braintree,Phil Scott,REP,525,TRUE
Vermont,Braintree,David Zuckerman,DEM,157,FALSE
Vermont,Braintree,Kevin Hoyt,IND,9,FALSE
Vermont,Braintree,Emily Peyton,TM,8,FALSE
Vermont,Braintree,Charly Dickerson,UNA,4,FALSE
Vermont,Braintree,Wayne Billado,IND,2,FALSE
Vermont,Braintree,Michael DeVost,IND,2,FALSE
Vermont,Braintree,Erynn Whitney,IND,2,FALSE
Vermont,Braintree, Write-ins,WRI,0,FALSE
Vermont,Winhall,Phil Scott,REP,447,TRUE
Vermont,Winhall,David Zuckerman,DEM,189,FALSE
Vermont,Winhall,Kevin Hoyt,IND,9,FALSE
Vermont,Winhall,Emily Peyton,TM,8,FALSE
Vermont,Winhall,Erynn Whitney,IND,6,FALSE
Vermont,Winhall,Charly Dickerson,UNA,4,FALSE
Vermont,Winhall,Michael DeVost,IND,2,FALSE
Vermont,Winhall,Wayne Billado,IND,1,FALSE
Vermont,Winhall, Write-ins,WRI,1,FALSE
Vermont,Winooski,Phil Scott,REP,1947,TRUE
Vermont,Winooski,David Zuckerman,DEM,1575,FALSE
Vermont,Winooski,Emily Peyton,TM,27,FALSE
Vermont,Winooski,Erynn Whitney,IND,18,FALSE
Vermont,Winooski,Wayne Billado,IND,16,FALSE
Vermont,Winooski,Kevin Hoyt,IND,16,FALSE
Vermont,Winooski, Write-ins,WRI,10,FALSE
Vermont,Winooski,Michael DeVost,IND,7,FALSE
Vermont,Winooski,Charly Dickerson,UNA,7,FALSE
Vermont,Wolcott,Phil Scott,REP,662,TRUE
Vermont,Wolcott,David Zuckerman,DEM,224,FALSE
Vermont,Wolcott,Emily Peyton,TM,13,FALSE
Vermont,Wolcott,Kevin Hoyt,IND,7,FALSE
Vermont,Wolcott,Michael DeVost,IND,5,FALSE
Vermont,Wolcott, Write-ins,WRI,3,FALSE
Vermont,Wolcott,Charly Dickerson,UNA,2,FALSE
Vermont,Wolcott,Erynn Whitney,IND,2,FALSE
Vermont,Wolcott,Wayne Billado,IND,1,FALSE
Vermont,Woodbury,Phil Scott,REP,396,TRUE
Vermont,Woodbury,David Zuckerman,DEM,159,FALSE
Vermont,Woodbury,Kevin Hoyt,IND,12,FALSE
Vermont,Woodbury,Emily Peyton,TM,10,FALSE
Vermont,Woodbury, Write-ins,WRI,4,FALSE
Vermont,Woodbury,Michael DeVost,IND,3,FALSE
Vermont,Woodbury,Erynn Whitney,IND,3,FALSE
Vermont,Woodbury,Charly Dickerson,UNA,1,FALSE
Vermont,Woodbury,Wayne Billado,IND,0,FALSE
Vermont,Woodford,Phil Scott,REP,110,TRUE
Vermont,Woodford,David Zuckerman,DEM,51,FALSE
Vermont,Woodford,Kevin Hoyt,IND,22,FALSE
Vermont,Woodford,Erynn Whitney,IND,5,FALSE
Vermont,Woodford,Wayne Billado,IND,1,FALSE
Vermont,Woodford,Charly Dickerson,UNA,1,FALSE
Vermont,Woodford, Write-ins,WRI,1,FALSE
Vermont,Woodford,Michael DeVost,IND,0,FALSE
Vermont,Woodford,Emily Peyton,TM,0,FALSE
Vermont,Woodstock,Phil Scott,REP,1446,TRUE
Vermont,Woodstock,David Zuckerman,DEM,582,FALSE
Vermont,Woodstock,Emily Peyton,TM,17,FALSE
Vermont,Woodstock,Charly Dickerson,UNA,11,FALSE
Vermont,Woodstock,Kevin Hoyt,IND,10,FALSE
Vermont,Woodstock, Write-ins,WRI,10,FALSE
Vermont,Woodstock,Erynn Whitney,IND,7,FALSE
Vermont,Woodstock,Wayne Billado,IND,4,FALSE
Vermont,Woodstock,Michael DeVost,IND,0,FALSE
Vermont,Worcester,Phil Scott,REP,362,TRUE
Vermont,Worcester,David Zuckerman,DEM,239,FALSE
Vermont,Worcester, Write-ins,WRI,9,FALSE
Vermont,Worcester,Kevin Hoyt,IND,6,FALSE
Vermont,Worcester,Charly Dickerson,UNA,2,FALSE
Vermont,Worcester,Emily Peyton,TM,2,FALSE
Vermont,Worcester,Erynn Whitney,IND,1,FALSE
Vermont,Worcester,Wayne Billado,IND,0,FALSE
Vermont,Worcester,Michael DeVost,IND,0,FALSE
Vermont,Brandon,Phil Scott,REP,1544,TRUE
Vermont,Brandon,David Zuckerman,DEM,507,FALSE
Vermont,Brandon,Kevin Hoyt,IND,46,FALSE
Vermont,Brandon, Write-ins,WRI,25,FALSE
Vermont,Brandon,Emily Peyton,TM,22,FALSE
Vermont,Brandon,Erynn Whitney,IND,12,FALSE
Vermont,Brandon,Charly Dickerson,UNA,7,FALSE
Vermont,Brandon,Wayne Billado,IND,5,FALSE
Vermont,Brandon,Michael DeVost,IND,4,FALSE
Vermont,Brattleboro,David Zuckerman,DEM,3264,TRUE
Vermont,Brattleboro,Phil Scott,REP,2855,FALSE
Vermont,Brattleboro,Emily Peyton,TM,184,FALSE
Vermont,Brattleboro,Kevin Hoyt,IND,59,FALSE
Vermont,Brattleboro,Erynn Whitney,IND,38,FALSE
Vermont,Brattleboro,Michael DeVost,IND,26,FALSE
Vermont,Brattleboro,Wayne Billado,IND,20,FALSE
Vermont,Brattleboro,Charly Dickerson,UNA,18,FALSE
Vermont,Brattleboro, Write-ins,WRI,11,FALSE
Vermont,Bridgewater,Phil Scott,REP,433,TRUE
Vermont,Bridgewater,David Zuckerman,DEM,138,FALSE
Vermont,Bridgewater,Emily Peyton,TM,7,FALSE
Vermont,Bridgewater, Write-ins,WRI,5,FALSE
Vermont,Bridgewater,Charly Dickerson,UNA,3,FALSE
Vermont,Bridgewater,Kevin Hoyt,IND,3,FALSE
Vermont,Bridgewater,Wayne Billado,IND,2,FALSE
Vermont,Bridgewater,Erynn Whitney,IND,2,FALSE
Vermont,Bridgewater,Michael DeVost,IND,0,FALSE
Vermont,Bridport,Phil Scott,REP,577,TRUE
Vermont,Bridport,David Zuckerman,DEM,135,FALSE
Vermont,Bridport, Write-ins,WRI,10,FALSE
Vermont,Bridport,Kevin Hoyt,IND,5,FALSE
Vermont,Bridport,Emily Peyton,TM,5,FALSE
Vermont,Bridport,Michael DeVost,IND,4,FALSE
Vermont,Bridport,Erynn Whitney,IND,3,FALSE
Vermont,Bridport,Wayne Billado,IND,0,FALSE
Vermont,Bridport,Charly Dickerson,UNA,0,FALSE
Vermont,Brighton,Phil Scott,REP,409,TRUE
Vermont,Brighton,David Zuckerman,DEM,98,FALSE
Vermont,Brighton, Write-ins,WRI,12,FALSE
Vermont,Brighton,Emily Peyton,TM,10,FALSE
Vermont,Brighton,Michael DeVost,IND,9,FALSE
Vermont,Brighton,Wayne Billado,IND,4,FALSE
Vermont,Brighton,Charly Dickerson,UNA,4,FALSE
Vermont,Brighton,Kevin Hoyt,IND,4,FALSE
Vermont,Brighton,Erynn Whitney,IND,1,FALSE
Vermont,Bristol,Phil Scott,REP,1542,TRUE
Vermont,Bristol,David Zuckerman,DEM,625,FALSE
Vermont,Bristol,Emily Peyton,TM,25,FALSE
Vermont,Bristol,Erynn Whitney,IND,11,FALSE
Vermont,Bristol,Kevin Hoyt,IND,10,FALSE
Vermont,Bristol,Wayne Billado,IND,9,FALSE
Vermont,Bristol, Write-ins,WRI,7,FALSE
Vermont,Bristol,Charly Dickerson,UNA,5,FALSE
Vermont,Bristol,Michael DeVost,IND,2,FALSE
Vermont,Albany,Phil Scott,REP,393,TRUE
Vermont,Albany,David Zuckerman,DEM,106,FALSE
Vermont,Albany,Kevin Hoyt,IND,12,FALSE
Vermont,Albany,Emily Peyton,TM,9,FALSE
Vermont,Albany, Write-ins,WRI,7,FALSE
Vermont,Albany,Michael DeVost,IND,5,FALSE
Vermont,Albany,Wayne Billado,IND,3,FALSE
Vermont,Albany,Erynn Whitney,IND,1,FALSE
Vermont,Albany,Charly Dickerson,UNA,0,FALSE
Vermont,Brookfield,Phil Scott,REP,604,TRUE
Vermont,Brookfield,David Zuckerman,DEM,203,FALSE
Vermont,Brookfield, Write-ins,WRI,11,FALSE
Vermont,Brookfield,Kevin Hoyt,IND,9,FALSE
Vermont,Brookfield,Emily Peyton,TM,8,FALSE
Vermont,Brookfield,Erynn Whitney,IND,4,FALSE
Vermont,Brookfield,Michael DeVost,IND,2,FALSE
Vermont,Brookfield,Charly Dickerson,UNA,2,FALSE
Vermont,Brookfield,Wayne Billado,IND,1,FALSE
Vermont,Brookline,Phil Scott,REP,189,TRUE
Vermont,Brookline,David Zuckerman,DEM,127,FALSE
Vermont,Brookline,Kevin Hoyt,IND,5,FALSE
Vermont,Brookline,Wayne Billado,IND,4,FALSE
Vermont,Brookline,Emily Peyton,TM,2,FALSE
Vermont,Brookline,Erynn Whitney,IND,2,FALSE
Vermont,Brookline,Michael DeVost,IND,0,FALSE
Vermont,Brookline,Charly Dickerson,UNA,0,FALSE
Vermont,Brookline, Write-ins,WRI,0,FALSE
Vermont,Brownington,Phil Scott,REP,360,TRUE
Vermont,Brownington,David Zuckerman,DEM,75,FALSE
Vermont,Brownington,Emily Peyton,TM,12,FALSE
Vermont,Brownington,Michael DeVost,IND,11,FALSE
Vermont,Brownington, Write-ins,WRI,11,FALSE
Vermont,Brownington,Kevin Hoyt,IND,5,FALSE
Vermont,Brownington,Charly Dickerson,UNA,2,FALSE
Vermont,Brownington,Wayne Billado,IND,1,FALSE
Vermont,Brownington,Erynn Whitney,IND,0,FALSE
Vermont,Brunswick,Phil Scott,REP,59,TRUE
Vermont,Brunswick,David Zuckerman,DEM,6,FALSE
Vermont,Brunswick,Wayne Billado,IND,0,FALSE
Vermont,Brunswick,Michael DeVost,IND,0,FALSE
Vermont,Brunswick,Charly Dickerson,UNA,0,FALSE
Vermont,Brunswick,Kevin Hoyt,IND,0,FALSE
Vermont,Brunswick,Emily Peyton,TM,0,FALSE
Vermont,Brunswick,Erynn Whitney,IND,0,FALSE
Vermont,Brunswick, Write-ins,WRI,0,FALSE
Vermont,Burke,Phil Scott,REP,695,TRUE
Vermont,Burke,David Zuckerman,DEM,181,FALSE
Vermont,Burke, Write-ins,WRI,9,FALSE
Vermont,Burke,Charly Dickerson,UNA,6,FALSE
Vermont,Burke,Michael DeVost,IND,5,FALSE
Vermont,Burke,Emily Peyton,TM,5,FALSE
Vermont,Burke,Kevin Hoyt,IND,3,FALSE
Vermont,Burke,Wayne Billado,IND,2,FALSE
Vermont,Burke,Erynn Whitney,IND,2,FALSE
Vermont,Burlington,David Zuckerman,DEM,10600,TRUE
Vermont,Burlington,Phil Scott,REP,10548,FALSE
Vermont,Burlington,Emily Peyton,TM,177,FALSE
Vermont,Burlington,Kevin Hoyt,IND,91,FALSE
Vermont,Burlington,Wayne Billado,IND,87,FALSE
Vermont,Burlington,Erynn Whitney,IND,83,FALSE
Vermont,Burlington,Charly Dickerson,UNA,56,FALSE
Vermont,Burlington, Write-ins,WRI,47,FALSE
Vermont,Burlington,Michael DeVost,IND,32,FALSE
Vermont,Cabot,Phil Scott,REP,658,TRUE
Vermont,Cabot,David Zuckerman,DEM,202,FALSE
Vermont,Cabot,Emily Peyton,TM,5,FALSE
Vermont,Cabot,Kevin Hoyt,IND,3,FALSE
Vermont,Cabot,Michael DeVost,IND,2,FALSE
Vermont,Cabot,Erynn Whitney,IND,2,FALSE
Vermont,Cabot,Wayne Billado,IND,1,FALSE
Vermont,Cabot,Charly Dickerson,UNA,1,FALSE
Vermont,Cabot, Write-ins,WRI,0,FALSE
Vermont,Calais,Phil Scott,REP,663,TRUE
Vermont,Calais,David Zuckerman,DEM,436,FALSE
Vermont,Calais,Emily Peyton,TM,10,FALSE
Vermont,Calais,Kevin Hoyt,IND,8,FALSE
Vermont,Calais,Erynn Whitney,IND,5,FALSE
Vermont,Calais, Write-ins,WRI,4,FALSE
Vermont,Calais,Michael DeVost,IND,2,FALSE
Vermont,Calais,Charly Dickerson,UNA,2,FALSE
Vermont,Calais,Wayne Billado,IND,0,FALSE
Vermont,Cambridge,Phil Scott,REP,1582,TRUE
Vermont,Cambridge,David Zuckerman,DEM,540,FALSE
Vermont,Cambridge,Emily Peyton,TM,16,FALSE
Vermont,Cambridge,Wayne Billado,IND,10,FALSE
Vermont,Cambridge,Kevin Hoyt,IND,10,FALSE
Vermont,Cambridge, Write-ins,WRI,9,FALSE
Vermont,Cambridge,Erynn Whitney,IND,7,FALSE
Vermont,Cambridge,Charly Dickerson,UNA,6,FALSE
Vermont,Cambridge,Michael DeVost,IND,4,FALSE
Vermont,Canaan,Phil Scott,REP,375,TRUE
Vermont,Canaan,David Zuckerman,DEM,84,FALSE
Vermont,Canaan,Kevin Hoyt,IND,15,FALSE
Vermont,Canaan,Michael DeVost,IND,7,FALSE
Vermont,Canaan,Wayne Billado,IND,2,FALSE
Vermont,Canaan,Emily Peyton,TM,2,FALSE
Vermont,Canaan,Erynn Whitney,IND,2,FALSE
Vermont,Canaan, Write-ins,WRI,1,FALSE
Vermont,Canaan,Charly Dickerson,UNA,0,FALSE
Vermont,Alburgh,Phil Scott,REP,817,TRUE
Vermont,Alburgh,David Zuckerman,DEM,195,FALSE
Vermont,Alburgh,Wayne Billado,IND,22,FALSE
Vermont,Alburgh,Emily Peyton,TM,12,FALSE
Vermont,Alburgh,Kevin Hoyt,IND,10,FALSE
Vermont,Alburgh,Erynn Whitney,IND,4,FALSE
Vermont,Alburgh,Michael DeVost,IND,3,FALSE
Vermont,Alburgh,Charly Dickerson,UNA,3,FALSE
Vermont,Alburgh, Write-ins,WRI,3,FALSE
Vermont,Castleton,Phil Scott,REP,1584,TRUE
Vermont,Castleton,David Zuckerman,DEM,411,FALSE
Vermont,Castleton,Kevin Hoyt,IND,44,FALSE
Vermont,Castleton, Write-ins,WRI,26,FALSE
Vermont,Castleton,Emily Peyton,TM,23,FALSE
Vermont,Castleton,Charly Dickerson,UNA,16,FALSE
Vermont,Castleton,Wayne Billado,IND,12,FALSE
Vermont,Castleton,Erynn Whitney,IND,7,FALSE
Vermont,Castleton,Michael DeVost,IND,6,FALSE
Vermont,Cavendish,Phil Scott,REP,565,TRUE
Vermont,Cavendish,David Zuckerman,DEM,177,FALSE
Vermont,Cavendish,Emily Peyton,TM,17,FALSE
Vermont,Cavendish,Kevin Hoyt,IND,9,FALSE
Vermont,Cavendish,Erynn Whitney,IND,7,FALSE
Vermont,Cavendish, Write-ins,WRI,2,FALSE
Vermont,Cavendish,Wayne Billado,IND,1,FALSE
Vermont,Cavendish,Michael DeVost,IND,1,FALSE
Vermont,Cavendish,Charly Dickerson,UNA,1,FALSE
Vermont,Charleston,Phil Scott,REP,376,TRUE
Vermont,Charleston,David Zuckerman,DEM,105,FALSE
Vermont,Charleston,Michael DeVost,IND,14,FALSE
Vermont,Charleston, Write-ins,WRI,12,FALSE
Vermont,Charleston,Emily Peyton,TM,7,FALSE
Vermont,Charleston,Kevin Hoyt,IND,4,FALSE
Vermont,Charleston,Erynn Whitney,IND,3,FALSE
Vermont,Charleston,Wayne Billado,IND,2,FALSE
Vermont,Charleston,Charly Dickerson,UNA,1,FALSE
Vermont,Charlotte,Phil Scott,REP,1979,TRUE
Vermont,Charlotte,David Zuckerman,DEM,838,FALSE
Vermont,Charlotte,Emily Peyton,TM,14,FALSE
Vermont,Charlotte,Erynn Whitney,IND,5,FALSE
Vermont,Charlotte,Kevin Hoyt,IND,4,FALSE
Vermont,Charlotte,Michael DeVost,IND,3,FALSE
Vermont,Charlotte, Write-ins,WRI,3,FALSE
Vermont,Charlotte,Wayne Billado,IND,2,FALSE
Vermont,Charlotte,Charly Dickerson,UNA,2,FALSE
Vermont,Chelsea,Phil Scott,REP,552,TRUE
Vermont,Chelsea,David Zuckerman,DEM,143,FALSE
Vermont,Chelsea,Kevin Hoyt,IND,12,FALSE
Vermont,Chelsea,Emily Peyton,TM,10,FALSE
Vermont,Chelsea, Write-ins,WRI,6,FALSE
Vermont,Chelsea,Wayne Billado,IND,4,FALSE
Vermont,Chelsea,Erynn Whitney,IND,2,FALSE
Vermont,Chelsea,Charly Dickerson,UNA,1,FALSE
Vermont,Chelsea,Michael DeVost,IND,0,FALSE
Vermont,Chester,Phil Scott,REP,1202,TRUE
Vermont,Chester,David Zuckerman,DEM,428,FALSE
Vermont,Chester,Emily Peyton,TM,50,FALSE
Vermont,Chester,Kevin Hoyt,IND,32,FALSE
Vermont,Chester,Erynn Whitney,IND,15,FALSE
Vermont,Chester,Michael DeVost,IND,10,FALSE
Vermont,Chester,Charly Dickerson,UNA,2,FALSE
Vermont,Chester, Write-ins,WRI,2,FALSE
Vermont,Chester,Wayne Billado,IND,1,FALSE
Vermont,Chittenden,Phil Scott,REP,632,TRUE
Vermont,Chittenden,David Zuckerman,DEM,179,FALSE
Vermont,Chittenden,Kevin Hoyt,IND,11,FALSE
Vermont,Chittenden,Emily Peyton,TM,7,FALSE
Vermont,Chittenden, Write-ins,WRI,7,FALSE
Vermont,Chittenden,Michael DeVost,IND,3,FALSE
Vermont,Chittenden,Erynn Whitney,IND,3,FALSE
Vermont,Chittenden,Wayne Billado,IND,2,FALSE
Vermont,Chittenden,Charly Dickerson,UNA,0,FALSE
Vermont,Clarendon,Phil Scott,REP,1143,TRUE
Vermont,Clarendon,David Zuckerman,DEM,235,FALSE
Vermont,Clarendon,Kevin Hoyt,IND,29,FALSE
Vermont,Clarendon, Write-ins,WRI,11,FALSE
Vermont,Clarendon,Charly Dickerson,UNA,8,FALSE
Vermont,Clarendon,Wayne Billado,IND,6,FALSE
Vermont,Clarendon,Michael DeVost,IND,6,FALSE
Vermont,Clarendon,Emily Peyton,TM,6,FALSE
Vermont,Clarendon,Erynn Whitney,IND,4,FALSE
Vermont,Colchester,Phil Scott,REP,7187,TRUE
Vermont,Colchester,David Zuckerman,DEM,2099,FALSE
Vermont,Colchester,Emily Peyton,TM,57,FALSE
Vermont,Colchester,Kevin Hoyt,IND,45,FALSE
Vermont,Colchester,Wayne Billado,IND,32,FALSE
Vermont,Colchester,Erynn Whitney,IND,29,FALSE
Vermont,Colchester, Write-ins,WRI,24,FALSE
Vermont,Colchester,Charly Dickerson,UNA,15,FALSE
Vermont,Colchester,Michael DeVost,IND,11,FALSE
Vermont,Concord,Phil Scott,REP,479,TRUE
Vermont,Concord,David Zuckerman,DEM,100,FALSE
Vermont,Concord,Kevin Hoyt,IND,13,FALSE
Vermont,Concord,Michael DeVost,IND,11,FALSE
Vermont,Concord,Emily Peyton,TM,10,FALSE
Vermont,Concord,Charly Dickerson,UNA,5,FALSE
Vermont,Concord, Write-ins,WRI,4,FALSE
Vermont,Concord,Erynn Whitney,IND,3,FALSE
Vermont,Concord,Wayne Billado,IND,2,FALSE
Vermont,Andover,Phil Scott,REP,244,TRUE
Vermont,Andover,David Zuckerman,DEM,93,FALSE
Vermont,Andover,Kevin Hoyt,IND,10,FALSE
Vermont,Andover,Emily Peyton,TM,4,FALSE
Vermont,Andover,Erynn Whitney,IND,3,FALSE
Vermont,Andover,Wayne Billado,IND,1,FALSE
Vermont,Andover,Michael DeVost,IND,1,FALSE
Vermont,Andover, Write-ins,WRI,1,FALSE
Vermont,Andover,Charly Dickerson,UNA,0,FALSE
Vermont,Corinth,Phil Scott,REP,578,TRUE
Vermont,Corinth,David Zuckerman,DEM,204,FALSE
Vermont,Corinth,Kevin Hoyt,IND,17,FALSE
Vermont,Corinth,Emily Peyton,TM,7,FALSE
Vermont,Corinth,Charly Dickerson,UNA,5,FALSE
Vermont,Corinth,Wayne Billado,IND,3,FALSE
Vermont,Corinth,Michael DeVost,IND,3,FALSE
Vermont,Corinth,Erynn Whitney,IND,2,FALSE
Vermont,Corinth, Write-ins,WRI,2,FALSE
Vermont,Cornwall,Phil Scott,REP,566,TRUE
Vermont,Cornwall,David Zuckerman,DEM,268,FALSE
Vermont,Cornwall,Emily Peyton,TM,6,FALSE
Vermont,Cornwall,Kevin Hoyt,IND,2,FALSE
Vermont,Cornwall,Erynn Whitney,IND,2,FALSE
Vermont,Cornwall, Write-ins,WRI,2,FALSE
Vermont,Cornwall,Wayne Billado,IND,1,FALSE
Vermont,Cornwall,Michael DeVost,IND,0,FALSE
Vermont,Cornwall,Charly Dickerson,UNA,0,FALSE
Vermont,Coventry,Phil Scott,REP,428,TRUE
Vermont,Coventry,David Zuckerman,DEM,97,FALSE
Vermont,Coventry,Michael DeVost,IND,11,FALSE
Vermont,Coventry,Kevin Hoyt,IND,11,FALSE
Vermont,Coventry,Emily Peyton,TM,6,FALSE
Vermont,Coventry,Wayne Billado,IND,4,FALSE
Vermont,Coventry, Write-ins,WRI,3,FALSE
Vermont,Coventry,Erynn Whitney,IND,2,FALSE
Vermont,Coventry,Charly Dickerson,UNA,0,FALSE
Vermont,Craftsbury,Phil Scott,REP,514,TRUE
Vermont,Craftsbury,David Zuckerman,DEM,216,FALSE
Vermont,Craftsbury,Kevin Hoyt,IND,20,FALSE
Vermont,Craftsbury,Emily Peyton,TM,6,FALSE
Vermont,Craftsbury,Erynn Whitney,IND,3,FALSE
Vermont,Craftsbury,Wayne Billado,IND,1,FALSE
Vermont,Craftsbury,Michael DeVost,IND,1,FALSE
Vermont,Craftsbury,Charly Dickerson,UNA,1,FALSE
Vermont,Craftsbury, Write-ins,WRI,1,FALSE
Vermont,Danby,Phil Scott,REP,543,TRUE
Vermont,Danby,David Zuckerman,DEM,154,FALSE
Vermont,Danby,Kevin Hoyt,IND,25,FALSE
Vermont,Danby,Erynn Whitney,IND,8,FALSE
Vermont,Danby,Emily Peyton,TM,7,FALSE
Vermont,Danby, Write-ins,WRI,6,FALSE
Vermont,Danby,Wayne Billado,IND,3,FALSE
Vermont,Danby,Michael DeVost,IND,2,FALSE
Vermont,Danby,Charly Dickerson,UNA,0,FALSE
Vermont,Danville,Phil Scott,REP,1135,TRUE
Vermont,Danville,David Zuckerman,DEM,279,FALSE
Vermont,Danville,Kevin Hoyt,IND,15,FALSE
Vermont,Danville,Michael DeVost,IND,9,FALSE
Vermont,Danville,Emily Peyton,TM,9,FALSE
Vermont,Danville,Charly Dickerson,UNA,6,FALSE
Vermont,Danville, Write-ins,WRI,6,FALSE
Vermont,Danville,Erynn Whitney,IND,5,FALSE
Vermont,Danville,Wayne Billado,IND,2,FALSE
Vermont,Derby,Phil Scott,REP,1924,TRUE
Vermont,Derby,David Zuckerman,DEM,414,FALSE
Vermont,Derby,Michael DeVost,IND,37,FALSE
Vermont,Derby,Kevin Hoyt,IND,37,FALSE
Vermont,Derby,Emily Peyton,TM,26,FALSE
Vermont,Derby, Write-ins,WRI,13,FALSE
Vermont,Derby,Charly Dickerson,UNA,9,FALSE
Vermont,Derby,Wayne Billado,IND,6,FALSE
Vermont,Derby,Erynn Whitney,IND,5,FALSE
Vermont,Dorset,Phil Scott,REP,928,TRUE
Vermont,Dorset,David Zuckerman,DEM,402,FALSE
Vermont,Dorset,Kevin Hoyt,IND,25,FALSE
Vermont,Dorset,Erynn Whitney,IND,15,FALSE
Vermont,Dorset,Emily Peyton,TM,13,FALSE
Vermont,Dorset,Charly Dickerson,UNA,3,FALSE
Vermont,Dorset, Write-ins,WRI,3,FALSE
